AAPL,Date_AAPL,MSFT,Date_MSFT,AMZN,Date_AMZN,TSLA,Date_TSLA,GOOGL,Date_GOOGL,META,Date_META,NVDA,Date_NVDA,JPM,Date_JPM,WMT,Date_WMT,NFLX,Date_NFLX
145.55325317382812,2021-08-13,281.04718017578125,2021-08-13,164.69850158691406,2021-08-13,239.05667114257812,2021-08-13,136.51695251464844,2021-08-13,360.3521423339844,2021-08-13,20.1184139251709,2021-08-13,141.80331420898438,2021-08-13,46.93359375,2021-08-13,51.59199905395508,2021-08-13
147.52517700195312,2021-08-16,282.7266845703125,2021-08-16,164.94949340820312,2021-08-16,228.72332763671875,2021-08-16,137.0938720703125,2021-08-16,363.7058410644531,2021-08-16,19.8812313079834,2021-08-16,140.8726043701172,2021-08-16,47.3165168762207,2021-08-16,51.79199981689453,2021-08-16
146.6173095703125,2021-08-17,281.267822265625,2021-08-17,162.09800720214844,2021-08-17,221.90333557128906,2021-08-17,135.46035766601562,2021-08-17,355.658935546875,2021-08-17,19.39093017578125,2021-08-17,139.17071533203125,2021-08-17,47.30082321166992,2021-08-17,51.89099884033203,2021-08-17
142.87841796875,2021-08-18,279.54681396484375,2021-08-18,160.06100463867188,2021-08-18,229.663330078125,2021-08-18,134.2584991455078,2021-08-18,352.6823425292969,2021-08-18,18.974374771118164,2021-08-18,137.90322875976562,2021-08-18,46.798622131347656,2021-08-18,52.1870002746582,2021-08-18
143.2103729248047,2021-08-19,285.3543701171875,2021-08-19,159.3874969482422,2021-08-19,224.49000549316406,2021-08-19,134.4874725341797,2021-08-19,352.3548889160156,2021-08-19,19.729755401611328,2021-08-19,136.75094604492188,2021-08-19,47.11563491821289,2021-08-19,54.37099838256836,2021-08-19
144.6649169921875,2021-08-20,292.6524963378906,2021-08-20,159.99749755859375,2021-08-20,226.75332641601562,2021-08-20,136.22161865234375,2021-08-20,356.57183837890625,2021-08-20,20.74424934387207,2021-08-20,137.14096069335938,2021-08-20,47.53622055053711,2021-08-20,54.6879997253418,2021-08-20
146.1487579345703,2021-08-23,292.9313659667969,2021-08-23,163.2935028076172,2021-08-23,235.43333435058594,2021-08-23,138.8106231689453,2021-08-23,360.5208435058594,2021-08-23,21.882308959960938,2021-08-23,138.89598083496094,2021-08-23,47.222354888916016,2021-08-23,55.33300018310547,2021-08-23
146.06088256835938,2021-08-24,290.97943115234375,2021-08-24,165.28900146484375,2021-08-24,236.163330078125,2021-08-24,140.0198974609375,2021-08-24,362.66400146484375,2021-08-24,21.71788215637207,2021-08-24,139.75579833984375,2021-08-24,46.735843658447266,2021-08-24,55.340999603271484,2021-08-24
144.83084106445312,2021-08-25,290.3929138183594,2021-08-25,164.95899963378906,2021-08-25,237.06666564941406,2021-08-25,140.83023071289062,2021-08-25,365.5215759277344,2021-08-25,22.136430740356445,2021-08-25,142.63650512695312,2021-08-25,46.754676818847656,2021-08-25,54.757999420166016,2021-08-25
144.0303497314453,2021-08-26,287.585205078125,2021-08-26,165.8000030517578,2021-08-26,233.72000122070312,2021-08-26,140.1973419189453,2021-08-26,361.54278564453125,2021-08-26,21.99193572998047,2021-08-26,143.37220764160156,2021-08-26,46.24935531616211,2021-08-26,55.012001037597656,2021-08-26
145.06515502929688,2021-08-27,288.1910095214844,2021-08-27,167.48150634765625,2021-08-27,237.30667114257812,2021-08-27,142.73831176757812,2021-08-27,369.7286071777344,2021-08-27,22.557971954345703,2021-08-27,144.5245361328125,2021-08-27,45.988826751708984,2021-08-27,55.891998291015625,2021-08-27
149.47767639160156,2021-08-30,291.9121398925781,2021-08-30,171.07850646972656,2021-08-30,243.6366729736328,2021-08-30,143.31967163085938,2021-08-30,377.696044921875,2021-08-30,22.609800338745117,2021-08-30,142.21107482910156,2021-08-30,46.35919952392578,2021-08-30,56.61800003051758,2021-08-30
148.21832275390625,2021-08-31,290.267822265625,2021-08-31,173.5395050048828,2021-08-31,245.24000549316406,2021-08-31,143.42572021484375,2021-08-31,376.426025390625,2021-08-31,22.3117733001709,2021-08-31,141.7766876220703,2021-08-31,46.484745025634766,2021-08-31,56.91899871826172,2021-08-31
148.8821258544922,2021-09-01,290.2197570800781,2021-09-01,173.9499969482422,2021-09-01,244.69667053222656,2021-09-01,143.9391632080078,2021-09-01,379.0752258300781,2021-09-01,22.36759376525879,2021-09-01,141.5728302001953,2021-09-01,46.38430404663086,2021-09-01,58.207000732421875,2021-09-01
149.9950408935547,2021-09-02,289.56591796875,2021-09-02,173.156005859375,2021-09-02,244.1300048828125,2021-09-02,142.02761840820312,2021-09-02,372.3579406738281,2021-09-02,22.322738647460938,2021-09-02,142.22877502441406,2021-09-02,46.62913513183594,2021-09-02,58.85499954223633,2021-09-02
150.6295623779297,2021-09-03,289.5563659667969,2021-09-03,173.90249633789062,2021-09-03,244.52333068847656,2021-09-03,142.47616577148438,2021-09-03,373.330322265625,2021-09-03,22.76827621459961,2021-09-03,141.36900329589844,2021-09-03,46.845699310302734,2021-09-03,59.053001403808594,2021-09-03
152.96270751953125,2021-09-07,288.6332092285156,2021-09-07,175.46449279785156,2021-09-07,250.97332763671875,2021-09-07,143.0123748779297,2021-09-07,379.2041931152344,2021-09-07,22.587867736816406,2021-09-07,141.12083435058594,2021-09-07,46.22422409057617,2021-09-07,60.67100143432617,2021-09-07
151.42030334472656,2021-09-08,288.662109375,2021-09-08,176.27499389648438,2021-09-08,251.2899932861328,2021-09-08,142.4280548095703,2021-09-08,374.630126953125,2021-09-08,22.265926361083984,2021-09-08,140.49148559570312,2021-09-08,46.28386688232422,2021-09-08,60.60499954223633,2021-09-08
150.40504455566406,2021-09-09,285.8160095214844,2021-09-09,174.20799255371094,2021-09-09,251.6199951171875,2021-09-09,142.27940368652344,2021-09-09,375.0567626953125,2021-09-09,22.104454040527344,2021-09-09,141.10305786132812,2021-09-09,45.95743942260742,2021-09-09,59.75400161743164,2021-09-09
145.4263458251953,2021-09-10,284.3352355957031,2021-09-10,173.45750427246094,2021-09-10,245.42333984375,2021-09-10,139.63780212402344,2021-09-10,375.74139404296875,2021-09-10,22.404470443725586,2021-09-10,139.48098754882812,2021-09-10,45.791080474853516,2021-09-10,59.87200164794922,2021-09-10
145.99256896972656,2021-09-13,285.5659484863281,2021-09-13,172.85850524902344,2021-09-13,247.6666717529297,2021-09-13,141.08151245117188,2021-09-13,373.578369140625,2021-09-13,22.079538345336914,2021-09-13,141.69692993164062,2021-09-13,45.53057098388672,2021-09-13,58.92900085449219,2021-09-13
144.59654235839844,2021-09-14,288.25823974609375,2021-09-14,172.5,2021-09-14,248.163330078125,2021-09-14,141.29161071777344,2021-09-14,373.59820556640625,2021-09-14,22.169240951538086,2021-09-14,139.2239532470703,2021-09-14,45.292022705078125,2021-09-14,57.7760009765625,2021-09-14
145.48489379882812,2021-09-15,293.0947265625,2021-09-15,173.7895050048828,2021-09-15,251.94332885742188,2021-09-15,143.16006469726562,2021-09-15,371.008544921875,2021-09-15,22.26791763305664,2021-09-15,140.19007873535156,2021-09-15,45.37049865722656,2021-09-15,58.2869987487793,2021-09-15
145.25064086914062,2021-09-16,293.4793701171875,2021-09-16,174.41200256347656,2021-09-16,252.3300018310547,2021-09-16,142.34776306152344,2021-09-16,370.1551818847656,2021-09-16,22.169240951538086,2021-09-16,140.12806701660156,2021-09-16,45.52116012573242,2021-09-16,58.650001525878906,2021-09-16
142.58558654785156,2021-09-17,288.335205078125,2021-09-17,173.12600708007812,2021-09-17,253.163330078125,2021-09-17,139.56248474121094,2021-09-17,361.88018798828125,2021-09-17,21.828359603881836,2021-09-17,139.76461791992188,2021-09-17,45.426998138427734,2021-09-17,58.935001373291016,2021-09-17
139.53981018066406,2021-09-20,282.9794006347656,2021-09-20,167.7864990234375,2021-09-20,243.38999938964844,2021-09-20,137.5002899169922,2021-09-20,352.930419921875,2021-09-20,21.04393196105957,2021-09-20,135.5809326171875,2021-09-20,44.8023796081543,2021-09-20,57.542999267578125,2021-09-20
140.01809692382812,2021-09-21,283.46014404296875,2021-09-21,167.18150329589844,2021-09-21,246.4600067138672,2021-09-21,137.8109893798828,2021-09-21,354.696533203125,2021-09-21,21.176502227783203,2021-09-21,135.59864807128906,2021-09-21,44.8902702331543,2021-09-21,57.31399917602539,2021-09-21
142.38058471679688,2021-09-22,287.0948181152344,2021-09-22,169.00250244140625,2021-09-22,250.64666748046875,2021-09-22,139.0504913330078,2021-09-22,340.5376281738281,2021-09-22,21.869224548339844,2021-09-22,138.1957550048828,2021-09-22,44.786678314208984,2021-09-22,59.064998626708984,2021-09-22
143.33726501464844,2021-09-23,288.037109375,2021-09-23,170.8000030517578,2021-09-23,251.2133331298828,2021-09-23,139.97482299804688,2021-09-23,343.2662658691406,2021-09-23,22.40845489501953,2021-09-23,142.86700439453125,2021-09-23,44.811798095703125,2021-09-23,59.32600021362305,2021-09-23
143.4251251220703,2021-09-24,287.8351745605469,2021-09-24,171.2760009765625,2021-09-24,258.1300048828125,2021-09-24,140.96505737304688,2021-09-24,350.2117004394531,2021-09-24,22.008769989013672,2021-09-24,144.515625,2021-09-24,44.937355041503906,2021-09-24,59.23899841308594,2021-09-24
141.91197204589844,2021-09-27,282.85443115234375,2021-09-27,170.2899932861328,2021-09-27,263.78668212890625,2021-09-27,139.83206176757812,2021-09-27,350.8269348144531,2021-09-27,21.589147567749023,2021-09-27,148.0079803466797,2021-09-27,44.64857864379883,2021-09-27,59.263999938964844,2021-09-27
138.5343017578125,2021-09-28,272.6141662597656,2021-09-28,165.79800415039062,2021-09-28,259.1866760253906,2021-09-28,134.63613891601562,2021-09-28,337.9975891113281,2021-09-28,20.631288528442383,2021-09-28,147.2102508544922,2021-09-28,44.09929656982422,2021-09-28,58.3849983215332,2021-09-28
139.43240356445312,2021-09-29,273.07568359375,2021-09-29,165.05599975585938,2021-09-29,260.4366760253906,2021-09-29,133.17263793945312,2021-09-29,336.9656982421875,2021-09-29,20.44988441467285,2021-09-29,147.0950164794922,2021-09-29,44.080467224121094,2021-09-29,59.90599822998047,2021-09-29
138.134033203125,2021-09-30,271.07562255859375,2021-09-30,164.2519989013672,2021-09-30,258.49334716796875,2021-09-30,132.50108337402344,2021-09-30,336.7474060058594,2021-09-30,20.648229598999023,2021-09-30,145.091796875,2021-09-30,43.74776840209961,2021-09-30,61.034000396728516,2021-09-30
139.25668334960938,2021-10-01,277.9794921875,2021-10-01,164.16299438476562,2021-10-01,258.40667724609375,2021-10-01,135.3428955078125,2021-10-01,340.3392028808594,2021-10-01,20.67414665222168,2021-10-01,148.14093017578125,2021-10-01,43.016441345214844,2021-10-01,61.314998626708984,2021-10-01
135.83018493652344,2021-10-04,272.2198791503906,2021-10-04,159.48899841308594,2021-10-04,260.510009765625,2021-10-04,132.48472595214844,2021-10-04,323.6899108886719,2021-10-04,19.667451858520508,2021-10-04,147.98138427734375,2021-10-04,42.60212707519531,2021-10-04,60.334999084472656,2021-10-04
137.7532958984375,2021-10-05,277.652587890625,2021-10-05,161.0500030517578,2021-10-05,260.1966552734375,2021-10-05,134.82745361328125,2021-10-05,330.36749267578125,2021-10-05,20.38409996032715,2021-10-05,150.3979949951172,2021-10-05,42.881473541259766,2021-10-05,63.48099899291992,2021-10-05
138.6221466064453,2021-10-06,281.8351745605469,2021-10-06,163.10049438476562,2021-10-06,260.9166564941406,2021-10-06,136.35589599609375,2021-10-06,331.0421447753906,2021-10-06,20.632287979125977,2021-10-06,150.71900939941406,2021-10-06,43.195350646972656,2021-10-06,63.90999984741211,2021-10-06
139.88143920898438,2021-10-07,283.5083312988281,2021-10-07,165.1215057373047,2021-10-07,264.53668212890625,2021-10-07,138.00132751464844,2021-10-07,326.6565246582031,2021-10-07,21.006061553955078,2021-10-07,151.67311096191406,2021-10-07,43.70382308959961,2021-10-07,63.185001373291016,2021-10-07
139.50071716308594,2021-10-08,283.5083312988281,2021-10-08,164.43099975585938,2021-10-08,261.8299865722656,2021-10-08,138.556884765625,2021-10-08,327.4800720214844,2021-10-08,20.762853622436523,2021-10-08,151.7890625,2021-10-08,43.83564758300781,2021-10-08,63.26599884033203,2021-10-08
139.4128875732422,2021-10-11,282.9122009277344,2021-10-11,162.31500244140625,2021-10-11,263.9800109863281,2021-10-11,137.69305419921875,2021-10-11,322.9159240722656,2021-10-11,20.627300262451172,2021-10-11,148.59664916992188,2021-10-11,43.79484558105469,2021-10-11,62.70399856567383,2021-10-11
138.14382934570312,2021-10-12,281.6140441894531,2021-10-12,162.3665008544922,2021-10-12,268.5733337402344,2021-10-12,135.24974060058594,2021-10-12,321.2489929199219,2021-10-12,20.60338020324707,2021-10-12,147.45529174804688,2021-10-12,43.74776840209961,2021-10-12,62.49399948120117,2021-10-12
137.55809020996094,2021-10-13,284.912109375,2021-10-13,164.21400451660156,2021-10-13,270.3599853515625,2021-10-13,136.37274169921875,2021-10-13,322.0130615234375,2021-10-13,20.87050437927246,2021-10-13,143.56736755371094,2021-10-13,43.43075180053711,2021-10-13,62.97600173950195,2021-10-13
140.3402862548828,2021-10-14,291.1044006347656,2021-10-14,164.9929962158203,2021-10-14,272.7733459472656,2021-10-14,139.91038513183594,2021-10-14,325.971923828125,2021-10-14,21.674867630004883,2021-10-14,145.76992797851562,2021-10-14,43.90156555175781,2021-10-14,63.380001068115234,2021-10-14
141.3946075439453,2021-10-15,292.5081481933594,2021-10-15,170.4510040283203,2021-10-15,281.010009765625,2021-10-15,140.12547302246094,2021-10-15,322.2313232421875,2021-10-15,21.79048728942871,2021-10-15,148.56993103027344,2021-10-15,44.1150016784668,2021-10-15,62.82899856567383,2021-10-15
143.06390380859375,2021-10-18,295.4698486328125,2021-10-18,172.33700561523438,2021-10-18,290.03668212890625,2021-10-18,141.52310180664062,2021-10-18,332.7289123535156,2021-10-18,22.149307250976562,2021-10-18,148.5164337158203,2021-10-18,44.46967315673828,2021-10-18,63.797000885009766,2021-10-18
145.22134399414062,2021-10-19,296.37359619140625,2021-10-19,172.20750427246094,2021-10-19,288.0899963378906,2021-10-19,141.97804260253906,2021-10-19,337.3427429199219,2021-10-19,22.217084884643555,2021-10-19,150.31771850585938,2021-10-19,45.41443634033203,2021-10-19,63.900001525878906,2021-10-19
145.70948791503906,2021-10-20,295.58514404296875,2021-10-20,170.7530059814453,2021-10-20,288.6000061035156,2021-10-20,140.52293395996094,2021-10-20,338.1265563964844,2021-10-20,22.03069496154785,2021-10-20,152.34188842773438,2021-10-20,45.82561111450195,2021-10-20,62.513999938964844,2021-10-20
145.92422485351562,2021-10-21,298.8062744140625,2021-10-21,171.75050354003906,2021-10-21,298.0,2021-10-21,140.63894653320312,2021-10-21,339.2179870605469,2021-10-21,22.617767333984375,2021-10-21,151.1470184326172,2021-10-21,46.07984924316406,2021-10-21,65.31600189208984,2021-10-21
145.1529998779297,2021-10-22,297.26788330078125,2021-10-22,166.77749633789062,2021-10-22,303.2266540527344,2021-10-22,136.3573760986328,2021-10-22,322.0824890136719,2021-10-22,22.651657104492188,2021-10-22,153.18016052246094,2021-10-22,46.560081481933594,2021-10-22,66.47799682617188,2021-10-22
